60275,長崎鼻,Nagasakibana,承認済(公開中),観光スポット（景勝地等）,,8910513,鹿児島県,指宿市山川岡児ヶ水1579,"1579,Yamagawaokachogamizu,Ibusuki-city,kagoshima",,,IBUSUKI_CITY_ FREE_ Wi-Fi,free,to select the SSID,対応,"英語,繁体字,簡体字,韓国語",,31.1585109,130.5880585,00001B0000000003088ED523DDF97FC0
60276,山川砂むし温泉「砂湯里」,Sayuri Natural Sand Bath Center,承認済(公開中),観光スポット（景勝地等）,,8910511,鹿児島県,指宿市山川福元3339-3,"3339-3,Yamagawafukumoto,Ibusuki-city,Kagoshima",,,IBUSUKI_CITY_ FREE_ Wi-Fi,free,to select the SSID,対応,"英語,繁体字,簡体字,韓国語",,31.1830947,130.6148887,00001B000000000308908FA3DFDBFFC0
60277,ヘルシーランド露天風呂「たまて箱温泉」,"""Tamatebako"" Open-air Onsen",承認済(公開中),観光スポット（景勝地等）,,8910511,鹿児島県,指宿市山川福元3292,"3292,Ymagawafukumoto,Ibusuki-city,Kagoshima",,,IBUSUKI_CITY_ FREE_ Wi-Fi,free,to select the SSID,対応,"英語,繁体字,簡体字,韓国語",,31.18317,130.6173792,00001B000000000308909123E008FFC0
60278,魚見港公園,Uomikou Park,承認済(公開中),観光スポット（景勝地等）,,8910311,鹿児島県,指宿市西方3840-1,"3840-1,Nishikata,Ibusuki-city,Kagoshima",,,IBUSUKI_CITY_ FREE_ Wi-Fi,free,to select the SSID,対応,"英語,繁体字,簡体字,韓国語",,31.2662733,130.6594898,00001B0000000003089668A3E2FEFFC0
60279,砂むしの里交流広場,Sunamushinosato-kouryuhiroba (Adjacent to the Sunamushikaikan),承認済(公開中),観光スポット（景勝地等）,,8910406,鹿児島県,指宿市湯の浜5-26,"5-26,Yunohama,Ibusuki-city,Kagoshima",,,IBUSUKI_CITY_ FREE_ Wi-Fi,free,to select the SSID,対応,"英語,繁体字,簡体字,韓国語",,31.2301605,130.6517208,00001B00000000030893DEA3E272FFC0
60280,指宿駅前広場,In front of Ibusuki station,承認済(公開中),観光スポット（景勝地等）,,8910405,鹿児島県,指宿市湊1-1-1,"1-1-1,Minato,Ibusuki-city,Kagoshima",,,IBUSUKI_CITY_ FREE_ Wi-Fi,free,to select the SSID,対応,"英語,繁体字,簡体字,韓国語",,31.2377747,130.6425986,00001B0000000003089467A3E1CEFFC0
60269,atre Free Wi-Fi,atre Free Wi-Fi,承認済(公開中),商業施設(百貨店、SC、アウトレットモール等),,1010021,東京都,東京都千代田区外神田1-17-6,"Sotokanda1-17-6,Chiyoda,Tokyo",352893800,,atre_Free_Wi-Fi,1hours/per entry,to register your e-mail address,対応,"英語,繁体字,簡体字,韓国語",http://www.atre.co.jp/,35.698453,139.773113,00001B000000000309CE0C2663CC7FC0
60288,大洗ホテル,Oarai Hotel,承認済(公開中),ホテル,,3111301,茨城県,東茨城郡大洗町磯浜町6881,"6881 Isohama-cho, Oarai-machi, Higashiibaraki-gun, Ibaraki",,,oarai-hotel,all day/unlimited re-entry,select the SSID,非対応,その他,http://www.oarai-hotel.co.jp/en/,36.3131739,140.5867001,00001B000000000309F945269D00FFC0
60282,朝野家wifi,asanoya wi-fi,承認済(公開中),ホテル,,6696821,兵庫県,美方郡新温泉町1269,1269 Yu Sinonsen-chyou Mikata-gun  hyougo-prif,796921000,All Day,asanoya wi-fi,All day/per entry,select the SSID,非対応,その他,http://www.asanoya.co.jp,35.5552971,134.4890499,00001B000000000309C3FB24F042FFC0
60285,琵琶湖グランドホテル,biwako gurand hotel,承認済(公開中),ホテル,,5200101,滋賀県,大津市雄琴6-5-1,6-5-1.ogoto.othu-shi.siga-ken,077-579-2111,7:00-23:00,biwakogh,制限なし,biwakogh,非対応,英語,http://www.biwakogh.co.jp,35.515,135.535,00001B000000000309C1262539CE7FC0
60286,びわこ緑水亭,BiwakoRyokusuitei,承認済(公開中),ホテル,,5200101,滋賀県,滋賀県大津市雄琴6-1-6,6-1-6.Ogoto.Otsu.Shiga,077-577-2222,,ryokusuitei、    ryokusuitei+roomnumber,無制限,"select the SSID, and input a password.",対応,英語,http://ryokusuitei.com,35.0874597,135.8941016,00001B000000000309A31625530DFFC0
60287,下田大和館,Shimoda Yamatokan,承認済(公開中),ホテル,,4150028,静岡県,下田市吉佐美2048,"2048. Kisami, Shimoda, Shizuoka",0558-22-1000,24hrs.,Guest,"24 hours, no limited",to select the SSID,対応,英語,http://www.shimoda-yamatokan.co.jp,34.6617739,138.9337707,00001B0000000003098527A628C7FFC0
60299,北の森ガーデン,KITANOMORI Garden,承認済(公開中),飲食・小売店,,781733,北海道,上川郡上川町栄町４０番地,Kamikawacyou Sakaemachi 40banchi Kamikawa-gun Hokkaido 070-0036,165822133,09:00-17:00,kitanomori garden,free,to select the SSID,非対応,その他,http://kitanomori.taisetsu-g.com/index.htm,43.8464521,142.7542408,00001B00000000030C0AF42735687FC0
60300,お花見久兵衛,Ohanamikyubei,承認済(公開中),ホテル,,9220127,石川県,加賀市山中温泉下谷町ニ138-1,"138-1.yamanakaonsen shimotanimachi. kaga-shi, Ishikawa",0761-78-1301,,Buffalo-A-6D60,no time limit,"to register your e-mail address, to select the SSID",対応,英語,https://www.freespot.com/users/map_e.html,36.2387391,136.3694544,00001B000000000309F40925747A7FC0
